NAF 1st Class,NAF 2nd Class,Description
24,,"La métallurgie est la science des matériaux qui étudie les métaux, leurs élaborations, leurs propriétés, leurs traitements."
24,,"Par extension, on désigne ainsi l'industrie qui repose sur la maîtrise de cette science : de la fabrication des métaux et de leurs alliages, jusqu'à celle des biens qui en découlent."
24,,"À partir des forgerons et leur accumulation de connaissances empiriques, la métallurgie est devenue au xixe siècle une science et dans le contexte de la révolution industrielle (et dans l'inconscient collectif), devenue synonyme d'acier, de hauts fourneaux, de laminoirs, de tréfileries, pour devenir ensuite une activité industrielle intense"
24,,"Ainsi, la métallurgie, en 1840, se définit comme « la science qui apprend à connaître la manière de traiter les minerais qui sont fournis par l'exploitation des mines. L'exploitation et la métallurgie font partie des sciences mécaniques, et peuvent être réunies sous le nom de science des Mines, qui se subdivise ensuite en exploitation des mines et en métallurgie. Le mineur extrait les minéraux par des procédés mécaniques ; le métallurgiste les traite par une suite de procédés chimiques et mécaniques. Retirer par des procédés chimiques, exécutés en grand, de la manière la plus économique et avec le moins de perte possible, les parties utiles que renferment les minéraux fournis par le mineur, tel est le problème de la métallurgie rationnelle […] L'affaire principale du métallurgiste est toujours la connaissance de l'art de traiter les minerais; mais s'il veut s'élever au-dessus de la simple routine, il ne doit pas rester étranger à plusieurs autres sciences accessoires, surtout quand il veut se former à devenir administrateur ou directeur d'usines. Les mathématiques, la physique, la chimie, la minéralogie, l'exploitation des mines, l'architecture, l'aménagement des forêts, le dessin, la jurisprudence et les finances, sont des sciences à étudier, les unes dans toute leur étendue, les autres dans quelques-unes de leurs parties seulement"
24,,"Début xxie siècle, dans une définition qui le distingue d'un pur physicien ou d'un pur chimiste et qui corresponde à la réalité des laboratoires publics et industriels, « le métallurgiste, formé à la physique, à la chimie et à la mécanique, au minimum sait lire et utiliser un diagramme de phases (sans croire que celui-ci dit tout sur l'alliage), connaît l'existence et propriétés des défauts cristallins responsable de la plasticité et du transport de matière, ainsi que les fondements théoriques et pratiques de la rupture et de la corrosion : qui utilise ces compétences sur la face expérimentale ou sur la face théorique de la métallurgie,ou mieux, sur les deux; et qui possède une culture suffisamment large pour, connaissant la composition d'un alliage métallique, avoir déjà l'intuition des principales de ses propriétés »"
24,,"En raison de son passé plusieurs fois millénaire et de l'ampleur de ses applications, la métallurgie est parfois considérée comme une activité plus proche des arts et métiers que d'une activité scientifique rigoureuse."
24,,"Empruntant à la physique, à la mécanique, à la chimie, et aux mathématiques, elle a contribué à créer la science des matériaux et elle continue à la nourrir d'exemples, de concepts, et de méthodes expérimentales et théoriques."
24,,"Le succès de la métallurgie tient en cinq mots : « l'abondance des métaux dans la croute terrestre, leur grande malléabilité, la capacité qu'ils offrent de modifier leurs propriétés mécaniques par des traitements thermomécaniques, l'extraordinaire maîtrise des technologies associées ; enfin la conduction — électrique et thermique — caractéristique des métaux et alliages et le magnétisme de certains d'entre eux »"
24,,"l'industrie d'élaboration et de transformation des métaux : métallurgie primaire, ou extractive : transformation des matériaux naturels (minerai) en métal, métallurgie secondaire : élaboration de matériaux utilisables par l'industrie, comprenant la réalisation d'alliages, les traitements thermomécaniques (laminage, trempe, revenu), la mise en forme en semi-produits (tôles, profilés) et les réalisations et réparations de biens qui en découlent. En langue française, le terme métallurgie extractive englobe les métallurgies primaires et secondaires. Pour les anglo-saxons, la métallurgie extractive ne concerne que la métallugie primaire"
24,,"la science étudiant les métaux (leurs propriétés, leur transformation) : métallurgie physique, métallurgie mécanique."
24,,"La métallurgie recouvre un éventail d'activités industrielles : l'extraction du minerai et sa première transformation (minéralurgie) ; le recyclage des métaux ; la fonderie (hauts-fourneaux et affinage) ; la fabrication de produits bruts (tôles, poutrelles, etc.) par les laminoirs ; la transformation des produits bruts en produits semi-finis ; la fabrication de matériel (biens d'équipements notamment) et de produits finis (moyens de transports, outillages..) pour: le secteur primaire, le secteur secondaire et le secteur tertiaire et les usages domestiques"
24,,L'industrie de la métallurgie s'est organisée en trois spécialités principales. Chacune demande une spécialisation différente des deux autres.
24,,"Il y a, d'une part, la métallurgie du fer et, d'autre part, celle des métaux non ferreux, lesquels se divisent en métaux précieux, comme l'or, et non précieux, comme l'aluminium : la production d'acier et des alliages ferreux (sidérurgie) ; la production des métaux non ferreux et non précieux ; la production des métaux précieux."
24,,De nombreux centres de décision (recherche et fabrication) de la métallurgie sont devenus internationaux au fil du temps.
24,,"L'éloignement géographique et intellectuel entre les centres de décision, de fabrication et de recherche qui en résulte, fait que bien souvent la compétence de la métallurgie se perd en Europe, tant en recherche qu'en activité industrielle : un effort universitaire qui s'émiette, un enseignement qui s'affaisse, des jeunes chercheurs et ingénieurs qui font défaut"
24,,Historiquement il y en a trois sorte qui aujourd'hui ne correspondent qu'à une seule méthode de mise en œuvre.
24,,Il s'agit d'une technique aussi bien pour la fonderie d'art que pour les industries comme l'aéronautique.
24,,La fonte pleine à la cire perdue est une technique issue du Proche-Orient antique.
24,,"Tout d'abord, on réalise en cire la forme exacte de ce qu'on veut obtenir par la suite. On réalise cette forme sans noyau interne, tout en prévoyant des conduits d'évents."
24,,"Sur cette forme, on applique un lait d'argile, pour en prendre très précisément l'empreinte. Les couches successives d'argile sont de plus en plus chargées en dégraissant végétal afin de résister à de fortes températures."
24,,"Une fois l'argile sèche, on pratique ensuite, un décirage en faisant chauffer doucement l'ensemble pour évacuer toute la cire. Si cette opération n'est pas bien pratiquée, les résidus de cire pouvant entrer en contact avec le métal en fusion risquent de faire exploser le moule."
24,,"Une fois le moule refroidi et vide, on verse le métal en fusion par l'attaque du moule. Il suffira ensuite de casser le moule en terre cuite pour récupérer la forme. Cette pièce devra être retravaillée (enlèvement des évents, polissage, reprise à froid, etc.) pour obtenir la forme finale."
24,,"La technique est la même que la fonte pleine à la cire perdue, mais la forme en cire est, cette fois-ci, formée autour d'un noyau. De plus, lors de la formation de la chape d'argile, il faut prévoir des clous distanciateurs pour maintenir le noyau lorsque la cire est évacuée."
24,,"Pour cette technique, on fabrique d'abord un modèle en argile de l’œuvre qu'on veut obtenir en métal. On forme ensuite, un moule par-dessus avant de récupérer le modèle en ouvrant ce moule."
24,,On en nappe l'intérieur de cire liquide (par application au pinceau par exemple) ou de cire appliquée aux doigts. On place alors le noyau (maintenu par des clous distanciateurs) dans le moule avant de le refermer.
24,,"Le moule est chauffé pour évacuer la cire, puis, le métal y est coulé. Une fois l'ensemble refroidi, on récupère l'objet fini avant de le retravailler, si nécessaire."
24,,"On peut découper le modèle original en plusieurs morceaux qui seront ensuite, fondus à part si l’œuvre est trop grande pour être travaillée d'un seul coup."
24,,"L'emboutissage met en forme une tôle par déformation plastique à chaud. Cette technique se pratique, dans l'Antiquité proche-orientale, à l'aide d'un marteau couvert d'une pièce de cuir. Le lingot de métal plat est travaillé par percussion jusqu'à obtention de la forme désirée."
24,,"La granulation est une technique de décoration de l'orfèvrerie étrusque. On coupe d'abord un fil de métal en petits éléments, qu'on dépose sur un support très chaud. Ils vont alors se rétracter et former des petites billes."
24,,"On fixe ces petites billes par un adhésif (sel cuivre, colle de farine, peau de poisson, etc.) et auto-adhésion."
24,,"On réalise l'exacte réplique du vase que l'on veut réaliser en bronze, mais en argile, forme et détails compris. On laisse sécher ou on cuit le vase d'argile, sur lequel on dépose des bandes d'argile fraîche pour prendre la forme globale et les motifs."
24,,"Une fois sèches, on enlève ces bandes, obtenant ainsi, des sections indépendantes de vase, qu'on cuit ensuite. On ponce le vase-modèle en argile pour obtenir un noyau de forme plus petite et vierge de décor lisse."
24,,"Sur ce noyau, on place les sections d'argile cuites avec un système d’espacement, de canaux de coulée et de canaux d'évents."
24,,"Une fois le bronze coulé et refroidi, on casse les parties en argile avec un maillet. On reprend les détails à froid et on ajoute des éléments coulés séparément si nécessaire."
24,,"Avec cette technique, on peut choisir d'incruster des éléments métalliques en plaçant des feuilles de métal, de cuivre rouge par exemple, dans les rainures des segments de moule. Au contact du bronze en fusion, le métal va fondre et s'unir à lui."
24,,"Les métiers de la fabrication de produits métalliques présentent plus de risques que la moyenne, tant en matière d'accidents du travail que pour certaines maladies professionnelles."
24,,"Cette même année, le secteur de la métallurgie est à l'origine de 32% des cas de cancers professionnels, alors qu'il représente 9% des salariés"
24,,"Des maladies professionnelles spécifiques y sont connues depuis l'Antiquité gréco-romaine au moins, dont par exemple le saturnisme induit par la métallurgie du plomb et de l'argent, et l'hydrargisme induit par la production et le travail du mercure"
24,,L'industrie métallurgique est avec les cimenteries l'activité industrielle la plus consommatrice d'énergie et pour cette raison aussi très émettrice de certains gaz à effet de serre
24,,"Depuis l'antiquité, c'est aussi une source importante de pollution de l'eau, de l'air et des sols par les métaux et métalloïdes, y compris sous forme de nanoparticules, qui une fois dans l'air peuvent avoir un rôle préoccupant de catalyseur susceptible de perturber la chimie de l'atmosphère"
24,,"Le terme sidérurgie désigne à la fois les technologies d'obtention de la fonte, du fer et de l'acier à partir de minerai de fer, mais aussi l'industrie qui les met en œuvre."
24,,"Jusqu'au milieu du xxe siècle, la quasi-totalité de la production mondiale d'acier est issue des usines sidérurgiques qui ont crû tant en nombre qu'en capacité de production unitaire. Dans leur immense majorité, ces usines sont caractérisées par la production de fonte à partir des minerais de fer locaux grâce au haut fourneau (procédé indirect)"
24,,"On distingue généralement la sidérurgie associée aux produits plats de celle liée aux produits longs. La notion de plat/long se situe au carrefour du produit et de la marchandise. Au niveau du processus productif, le train continu à chaud à large bande, dont sont issus les produits plats, a dimensionné les outils sidérurgiques dans le milieu du xxe siècle. Au niveau des marchés, le plat est lui-aussi la catégorie économiquement dominante. La notion a en outre une valeur explicative importante et permet de saisir un grand nombre de phénomènes économiques propres à la sidérurgie"
24,,"ETIRAGE à froid : Procédé qui consiste à faire passer l’ébauche (produit long plein: FIL, BARRE, FEUILLARD, TUBE) à travers une filière d’étirage par traction sur un banc d’étirage."
24,,Le métal est tiré au travers d’une filière dont la section est inférieure à celui du métal. Le métal subit une transformation au niveau de sa pointe (création d’une soie) pour lui permettre de s’engager au travers de la filière. Un chariot sur banc équipé de mors vient ensuite accroché la soie pour la tiré et engagé le métal d’ébauche dans la filière. Une seconde opération pour des produits longs avec une section faible est effectuée par tréfilage
24,,"Le but étant de déformer l’ébauche pour en réduire les dimensions et/ou de modifier sa forme, sans perte de matière."
24,,"Très rentable, il est essentiellement tournée vers les productions de petites ou moyennes séries de haute précision."
24,,Le tréfilage est également utilisé chez AUBRY NTV pour la fabrication de fil sous forme de bobine sur machine à tréfiler.
24,,Le tréfilage est la réduction de la section d'un fil en métal par traction mécanique sur une machine à tréfiler
24,,L'écrouissage y est important et nécessite un traitement thermique appelé patentage (type de recuit pour les faibles sections) évitant au fil d'être trop cassant et améliorant sa plasticité.
39,,"La dépollution est une action permettant de supprimer la pollution et les contaminations présentes dans des zones ambiantes : sols, nappes phréatiques, sédiments et eaux de surface."
39,,L’objectif de la dépollution est de rétablir la qualité écologique et sanitaire d’un site pour permettre sa réhabilitation ou pour relancer son écosystème.
39,,Il existe plusieurs procédés de dépollution. Les processus sont spécifiques selon le type de pollution et la zone à dépolluer.
39,,La dépollution est une action qui peut être ponctuelle notamment après une catastrophe (exemple : marrée noire) ou une pollution accidentelle. Mais elle est également intégrée à des processus quotidiens comme le traitement des eaux usées ou le traitement des DEEE.
39,,"Le choix du processus de dépollution dépend de plusieurs critères, dans un premier temps l’origine du polluant et ses répercussions."
39,,"Est-ce que le polluant est volatil ? Est-ce qu’il peut se dissoudre ou s’infiltrer dans les sols ? Ensuite, le niveau de pollution est évalué pour déterminer l’importance de la pollution et la quantité de polluants présents."
39,,"Puis, une étude de terrain est menée pour déterminer la composition et la nature du sol : sable, argile, terre… Selon la typologie du sol, les processus diffèrent."
39,,"Pour terminer, les processus de dépollution seront spécifiques en fonction des contraintes et des aménagements futurs prévus sur le site. Quelles sont les contraintes de temps ? La zone est-elle assez grande pour héberger une installation de dépollution ? Les terres présentes sur le terrain seront-elles excavées ?"
39,,L’ensemble de ces éléments influence le choix du processus de traitement. Seuls des experts de la dépollution de site peuvent vous conseiller. Suite à ces contraintes plusieurs cas de figure sont envisagés.
39,,"Dépollution « in situ »: elle est réalisée sur le site sans excaver la terre. Elle fait appel à plusieurs techniques : venting (extraction de l’air), biodégradation, bioventing (aération de la zone), lessivage…"
39,,"Dépollution « sur site »: ce procédé est utilisé lorsque des terres sont creusées, il utilise des solutions de lavage et de désorption thermique (le sol est chauffé à 300°C pour extraire les polluants)."
39,,"Dépollution « hors site » : elle est réalisée en dehors du site pollué, dans un centre de traitement agréé. Les terres sont envoyées dans un centre extérieur pour être traitées."
39,,Dépollution par confinement : une barrière étanche (exemple : géomembrane ou paroi en béton) est mise en place autour de la source polluée afin d’éviter la diffusion des polluants.
39,,La dépollution des sols compte quatre grandes catégories de processus de traitement.
39,,"Les traitements par dégradation : Ils regroupent deux procédés, un biologique et un chimique."
39,,Le procédé biologique a pour objectif d’apporter de l’oxygène et l’engrais dans les sols pour favoriser le développement des bactéries de façon naturelle. Les bactéries ont pour mission de détruire les polluants. Ce procédé est idéal pour les hydrocarbures.
39,,"Le procédé chimique opte pour le même fonctionnement, sauf que des réactifs chimiques sont introduits dans  les sols pour détruire la pollution."
39,,"L’extraction par la chaleur: ce procédé est un traitement thermique, il chauffe le sol pour que les polluants s’échappent. L’air pollué est ensuite brûlé pour détruire les polluants."
39,,L’extraction par des solvants : le sol est lavé avec de l’eau ou des solvants. Les polluants sont stockés dans le liquide. C’est un traitement par lavage.
39,,L’extraction par aspiration : pour ce processus de l’air est envoyé dans l’eau ou le sol pollué. L’air capte les polluants et il est ensuite traité.
39,,"On compte deux procédés pour ce type de traitement. Le confinement, les sols sont prélevés, stockés et confinés sous une géomembrane pour limiter la diffusion des polluants. L’inertage, quant à lui, consiste à fixer le polluant à l’intérieur d’une matrice."
39,,"Le traitement par oxydation : Son but est de dégrader les polluants grâce à des agents oxydants comme la peroxyde d’hydrogène, l’ozone, le sodium…  Cette technique est fréquemment utilisée pour les polluants organiques."
39,,"La dépollution désigne l'élimination des pollutions et des contaminations des milieux ambiants tels les sols, les nappes phréatiques, les sédiments ou les eaux de surface. "
39,,"Les enjeux de la dépollution sont souvent financiers mais aussi d'intérêt général : protection de la santé publique et de l'environnement, ou par exemple dans le cas d'un site industriel ou commercial désaffecté, la réutilisation."
39,,"La dépollution doit généralement remplir un ensemble de normes législatives et peut aussi être basée sur des évaluations des risques sanitaires ou écologiques lorsqu'aucune norme législative n'existe, ou lorsque celles-ci sont à titre consultatif."
39,,"Quand un site est suspecté de contamination, une première étape est l'évaluation quantitative et qualitative de la contamination. L'utilisation passée du site (quand elle est connue) et les matières qui y ont été utilisées et/ou produites vont orienter la stratégie d'évaluation et les types d'échantillonnage et d'analyses chimiques à adopter."
39,,Les techniques de dépollution sont nombreuses et variées mais peuvent être catégorisées en méthodes ex situ ou in situ. Les méthodes ex situ consistent en un prélèvement des sols impactés et un traitement ultérieur de la surface. Les méthodes in situ cherchent à traiter la contamination sans retirer les sols.
39,,L'approche de dépollution la plus traditionnelle (utilisée presque exclusivement sur les sites contaminés dans les années 1970 à 1990) consiste principalement en un enlèvement des sols vers une décharge et un pompage et traitement des eaux souterraines.
39,,"Les procédés d'enlèvement peuvent être aussi simples qu'emmener les sols contaminés à une décharge mais peuvent aussi nécessiter l'aération des matières enlevées dans le cas de contaminants organiques volatils. Lorsque la contamination affecte une rivière ou le fond d'une baie, il faut parfois draguer la vase et autres limons argileux."
39,,"Plus communément appelée technologie ECOP, il s'agit d'un procédé mécanique basé sur la défragmentation moléculaire qui permet de supprimer les hydrocarbures, et métaux lourds présents dans les boues et sédiments pollués. Après traitement, du sable est le plus souvent récupéré pouvant être utilisé entre autres dans la conception de béton."
39,,"En parallèle, un système d’extraction permet de récupérer et de stocker sous forme gazeuse tous les hydrocarbures, et métaux lourds. Ce principe est particulièrement adapté pour la dépollution de boue de dragage, la réhabilitation de sites d'enfouissement et de sites industriels."
39,,"Pour rendre propre les eaux polluées, des méthodes intéressantes doivent être mises en œuvre, comme les procédés d'oxydation avancée."
39,,"L’oxydation des polluants les transforme de façon ultime en dioxyde de carbone, eau et composées minéraux, ou au moins conduit à des produits intermédiaires le plus souvent inoffensifs (acides carboxyliques). Ces techniques permettent potentiellement d’éliminer les composés organiques réfractaires."
39,,"Une piste consiste à utiliser les propriétés de photocatalyse du dioxyde de titane. Ce dernier, soumis à des rayons ultraviolets, s'avère capable de détruire les salissures d'origine organique ainsi qu'une grande partie des polluants des gaz d'échappement."
39,,Plusieurs entreprises envisagent d'inclure des particules de dioxyde de titane dans des matériaux de construction comme le ciment. Les rayons UV du soleil activeraient les propriétés dépolluantes des constructions édifiées à l'aide de ces composants.
39,,"De nombreuses études mettent en évidence l'utilisation des plantes pour dépolluer l'air, comme le programme Phyt'air. L'association Plant'airpur, fondée par Geneviève Chaudet, milite pour ce mode de dépollution."
39,,"Cette idée a été lancée par le Dr Wolverton qui a mené des études pour la NASA dans le but initial de dépolluer l'air des stations spatiales. Les plantes reconnues pour dépolluer efficacement l'air intérieur sont par exemple : l'azalée, le chlorophytum, le chrysanthème, le dieffenbachia, la dracaena, le ficus, la fougère, le lierre, le philodendron, le palmier ou encore le poinsettia."
39,,Certains sites permettent de lister et de connaître les méthodes de culture de ces plantes.
39,,"Si la dépollution de l’air a un enjeu certain tant sur le plan sanitaire qu’écologie et économique, la recherche sur les microalgues semble offrir des atouts sur ces différents domaines. Le but de départ était le développement de biocarburants capables de remplacer à long terme les énergies fossiles comme le charbon et le pétrole."
39,,"Afin de produire ces microalgues en grande quantité, les chercheurs ont développé des photo-bioréacteurs. Formant un grand espace laissant entrer la lumière, continuellement brassé afin d’éviter le dépôt de biomasse et afin de renouveler l’air dans le milieu."
39,,La bio-augmentation est le fait d'augmenter de façon réelle et très importante la population bactérienne dans une technique de bio-dépollution
39,,"Le cocktail bactérien peut être ajouté au début ou pendant l'utilisation du procédé, cela n'a pas d'importance, plus il y a de bactéries et de nourriture disponibles, plus (en théorie) il y aura de dépollution cible."
39,,"Les performances génétiques naturelles de la bactérie sont ses seules possibilités pour trôner en tête des bactéries usitées pour une technique précise de dépollution, concernant un type de polluant précis."
39,,"Il est à noter que si la bactérie perd du temps à chercher de la nourriture, sa population ne croit pas de manière favorable permettant ainsi une dépollution rapide."
39,,"L'extraction par vapeur et oxydoréduction ou incinération peuvent aussi être des techniques de dépollution efficaces. Cette approche est un peu controversée à cause des risques de relâcher dans l'atmosphère la dioxine contenue dans les gaz d'échappement. Sous contrôle, l'incinération à haute température avec filtrage des gaz d'échappement ne présente pourtant pas de risques. Deux technologies différentes peuvent être employées pour oxyder les contaminants contenus dans la vapeur extraite"
39,,"Le bioventing et le biosparging sont les techniques les plus communes utilisées pour ajouter l'oxygène dans le sol et les aquifères. Ces méthodes permettent de conserver une activité en surface du site pollué et réduisent le coût de la dépollution car il n'y a pas d'excavation et donc de transport du matériau. En revanche, le temps d'application peut durer jusqu'à plusieurs années et le rendement se révèle parfois faible."
39,,"Le gain est alors double avec dépollution partielle des gaz (environ 82,3 %, +/- 12,5 %) et production de biocarburant"
39,,Le risque sanitaire accru considère l'augmentation des risques qu'encourt un récepteur (généralement une personne vivant dans le voisinage) en cas de projet de dépollution ou d'absence de projet. Il prend en compte les risques cancérigènes et autres
39,,D'autres projets de dépollution peuvent aussi exister au même moment et alors le risque cumulé peut apparaître plus élevé que pris séparément.
39,,Une analogie souvent utilisée par les personnes chargées de la dépollution est la comparaison des risques de dépollution avec les risques de mourir dans un accident de la route ou à cause du tabagisme.
75,,Le vétérinaire exerce la médecine et la chirurgie pour les animaux.
75,,Le vétérinaire exerce la médecine et la chirurgie pour les animaux :
75,,"Il diagnostique, soigne et prévient les maladies pour les animaux."
75,,Il délivre les médicaments nécessaires pour les animaux.
75,,Il peut pratiquer des analyses biologiques pour les animaux.
75,,"Il peut aussi assurer une fonction de conseil concernant la production animale (hygiène, alimentation, reproduction). "
75,,"Le vétérinaire peut également veiller à l'application des règles concernant la santé et la protection des animaux. Au sein des directions départementales de la cohésion sociale et de la protection des populations (DDCSPP), ses activités principales sont en rapport avec le contrôle et la certification dans les domaines :"
75,,De la santé et la protection des animaux.
75,,"De l'hygiène alimentaire (production, transport, distribution) pour les animaux."
75,,Des installations classées dans les domaines de l'élevage et de l'industrie agroalimentaire pour la protection de l'environnement pour les animaux.
75,,Le vétérinaire peut également faire de l'enseignement et de la recherche.
75,,"Le vétérinaire travaille souvent en libéral, mais peut aussi être salarié (dans un parc zoologique ou au sein d'un service vétérinaire d'état par exemple). "
75,,"Selon que son activité se situe en milieu urbain ou rural, en tant que salarié ou libéral, il aura des conditions de travail très différentes. "
75,,En milieu rural de nombreux déplacements sont effectués et les efforts physiques peuvent être importants et prolongés (travail avec des animaux lourds et volumineux comme les vaches par exemple). 
75,,"Les horaires peuvent être irréguliers avec des gardes la nuit, le dimanche et les jours fériés."
75,,Le vétérinaire doit être à l'aise avec les animaux et savoir diagnostiquer leur état de santé éventuellement à l'aide d'analyses biologiques ou de l'imagerie médicale. Il doit anticiper les réactions imprévisibles des animaux. 
75,,"Le vétérinaire actuel est un praticien pluridisciplinaire capable d'assurer la médecine classique, la chirurgie et les urgences pour les animaux."
75,,"Initialement formés pour soigner les chevaux et les animaux de production (bovins, moutons, chèvres, porcs) en milieu rural dans un but agricole et économique, les vétérinaires furent ensuite appelés à soigner de plus en plus les animaux de compagnie, et notamment les carnivores domestiques (chiens, chats…) et les lapins."
75,,Leur domaine d'intervention s'est encore élargi ces dernières années avec la prise en charge des nouveaux animaux de compagnie
75,,"Outre le maintien des animaux en bonne santé et dans les meilleures conditions pour remplir leurs fonctions de production ou de compagnie, le rôle des vétérinaires est important au regard de la santé humaine, tant pour maîtriser les maladies transmissibles des animaux aux humains directement ou indirectement (zoonoses) que pour assurer le contrôle sanitaire des produits animaux qui entrent dans l’alimentation humaine."
75,,"Ils ont été les précurseurs et demeurent les spécialistes de l’hygiène des denrées animales ou d’origine animale (viande, lait, œufs, miel…), et de la sécurité alimentaire"
75,,"Son activité comporte soins aux animaux, conseils aux propriétaires, prescription de médicaments, suivi médical, médecine générale ou spécialisée, surveillance alimentaire, suivi des fermes, gestion du troupeau, rural, urbain ou mixte."
75,,"Les dispositions relatives à l’exercice de la médecine vétérinaire ne constituent qu’une petite partie du texte, mais elles sont néanmoins prévues"
75,,La médecine vétérinaire a toute son importance au centre de ces considérations. La notion de bien-être a pris de l'essor dans la pensée commune
75,,"En France, le vétérinaire est un médecin spécialiste de la médecine vétérinaire et de la chirurgie des animaux."
75,,"Traditionnellement tourné vers les chevaux et les animaux de production, la profession s'est très largement diversifiée."
75,,"Si le métier de vétérinaire des animaux de compagnie est le plus populaire aujourd'hui, il existe de multiples autres facettes de la profession méconnues du grand public."
75,,"Au 31 décembre 2020, 19 530 vétérinaires sont recensés par l'Ordre des vétérinaires. Cela représente une progression de 7,61 % par rapport à 2016. Les femmes représentent 55,6 % des effectifs, et 72,4 % des vétérinaires âgés de moins de 40 ans"
75,,"60,6 % des vétérinaires exercent en libéral et 40 % exercent comme salariés. En 2020, 330 vétérinaires sont reconnus spécialistes, la majorité (64,5 %) travaillant de manière libérale, et à destination des animaux de compagnie (199)"
75,,La profession de vétérinaire comporte de nombreux métiers. Le plus connu est celui de vétérinaire des animaux de compagnie.
75,,Il est dans ce cas un médecin des animaux qui a vocation a soigner et prévenir les maladies.
75,,"Dans le plupart des cas, le vétérinaire est un praticien pluridisciplinaire qui connaît aussi bien la dermatologie que l'imagerie médicale et la chirurgie."
75,,Certains vétérinaires ne soignent que les équidés.
75,,"Les vétérinaires spécialistes peuvent, s'ils le souhaitent, ne soigner que les maladies liées à leur domaine. Ils ont néanmoins forcément suivi les mêmes études générales que leurs confrères avant de se spécialiser."
75,,On peut retrouver des vétérinaires spécialistes dans de grandes structures comme les centres hospitaliers vétérinaires par exemple. D'autres vétérinaires pratiquent exclusivement à domicile.
75,,Le vétérinaire joue un rôle important dans l'élevage et la santé publique.
75,,"De nombreux vétérinaires, dits ruraux, s'occupent des animaux de production."
75,,Ils soignent les animaux mais conseillent également les éleveurs afin de prévenir le mieux possible les maladies contagieuses ou transmissibles à l'homme.
75,,"Des vétérinaires font le choix d'un exercice mixte, c'est-à-dire qu'ils soignent les animaux de compagnie sur un temps et s'occupent des élevages sur un autre temps"
75,,19 % des vétérinaires ont une activité rurale dont la moitié est en exercice mixte (ils ont une autre activité)
75,,Les inspecteurs de la santé publique vétérinaire ont pour mission de garantir la sécurité alimentaire des produits d'origine animale. Ils conseillent avant tout les éleveurs mais peuvent aussi sanctionner en cas de non-respect des règles
75,,"Les vétérinaires des armées ont diverses fonctions : ils veillent à la sécurité alimentaire de la nourriture pour les troupes, soignent les chiens et chevaux de la Défense, et gèrent les épidémies."
75,,Il existe de nombreuses autres facettes de la profession. Le vétérinaire peut travailler dans l'industrie pharmaceutique.
75,,"En concurrence avec des universitaires, des pharmaciens voire des médecins, sur ce marché des compétences, les vétérinaires ont des atouts : généralistes du vivant avec une vue d'ensemble, capacité de raisonnement et d'analyse, force de travail…"
75,,Il peut aussi travailler dans l'industrie agroalimentaire ou encore dans les parcs zoologiques.
75,,Les vétérinaires experts mettent leurs connaissances et leur expérience au profit de la résolution de litiges.
75,,"En effet, un juge ou une compagnie d'assurance peut faire appel à un vétérinaire expert"
75,,"La rémunération des vétérinaires français varie en fonction du mode d'exercice (salarié, libéral, fonctionnaire) et du domaine d'exercice (animaux de compagnie, animaux de production, mixte…)."
75,,"Dans les cliniques et les centres hospitaliers privés, les vétérinaires récemment diplômés sont la plupart du temps employés en début de carrière, par ces structures d'exercice libéral."
75,,Le vétérinaire joue un rôle important dans l’élevage. Il doit veiller à la santé des animaux de production dans un but économique et doit s’assurer de la qualité des denrées animales ou d’origine animale dans un but de sécurité sanitaire des aliments. Il fait attention à ce que les médicaments qu’il prescrit ne finissent pas dans l’assiette du consommateur. Un vétérinaire peut s’il le souhaite s’occuper d’animaux de compagnie sur un temps et d’animaux de production sur un autre temps. Il a alors une activité mixte
37,,"L’assainissement a pour fonction de collecter les eaux usées, puis de les débarrasser des pollutions dont elles sont chargées avant de rejeter l’eau ainsi traitée dans le milieu naturel."
37,,Le traitement des eaux usées produit des boues qui sont ensuite valorisées ou éliminées.
37,,On distingue deux grands types d’assainissement : - l’assainissement collectif (réseau de collecte et station de traitement des eaux usées) ; - l’assainissement non collectif (ou individuel ou autonome).
37,,"Le choix entre ces deux solutions relève de la commune et dépend notamment de la densité de l’habitat, de la topographie des lieux et des coûts associés à chacun de ces types d’assainissement."
37,,Les eaux pluviales peuvent rejoindre le réseau d’assainissement ou bien être gérées séparément avant rejet dans le milieu récepteur.
37,,L’assainissement collectif concerne toutes les habitations raccordées à un réseau public de canalisations destinées à acheminer les eaux usées à une station d’épuration pour traitement avant rejet au milieu naturel (très majoritairement un cours d’eau).
37,,Ces ouvrages et équipements de collecte et de traitement appartiennent le plus souvent à une commune ou un groupement de communes.
37,,"Pour en savoir plus sur la réglementation relative à la collecte et au traitement des eaux usées, les 20 000 stations de traitement des eaux usées des communes françaises (description, fonctionnement,…) et trouver des liens vers des documents techniques relatifs à l’assainissement collectif consultez le portail de l’assainissement communal."
37,,"C’est l’assainissement des habitations qui ne sont pas raccordées au réseau public de collecte des eaux usées, appelé familièrement égout."
37,,"On trouve généralement ce mode d’assainissement (fosses toutes eaux et épandage par exemple) en milieu rural, car il est adapté aux habitations isolées, là où la construction d’un réseau de collecte des eaux usées reviendrait trop chère."
37,,"En France, on compte environ 5 millions d’installations d’assainissement non collectif qui concernent 15 à 20 % de la population."
37,,"Anciennes ou mal entretenues, les installations peuvent être défectueuses. Ces installations peuvent alors constituer un danger pour la santé des personnes ou un risque de pollution de l’environnement."
